push_tag,push_userid,push_content,push_time,URL
推,qihau,有多少人認為會崩崩的？我不確定但期待,07/19 14:09,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,jganet,金主不是不支持條仔姐，可能黨產要拿出來了。,07/19 14:11,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,protoss,還是把國家體質搞好一點...不要整天想靠關係吃便宜,07/19 14:11,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,protoss,飯...這種日子是能過多久...,07/19 14:12,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,jones2011,利空出盡，未來政治變化走勢明確...沒龍虎鬥的局面,07/19 14:12,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,jones2011,了,07/19 14:12,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,unwisdom,該換空軍發球了吧,07/19 14:12,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,s080014,我的多單有希望了 喔耶,07/19 14:12,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,s080014,空軍發球很久了~~~~~~~~~~~~~~~~~~~~,07/19 14:13,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,inuyasha1212,看來明天先壓12 月 8000p 再來掛跌停多單,07/19 14:14,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,jganet,KMT最民主了，拍手表決通過，民主政黨典範xd,07/19 14:18,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,jganet,阿條、阿條。凍蒜、凍蒜。全程中天為你轉播，憂擲台,07/19 14:27,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,twobrother20,幹 所以明天是崩是漲啊,07/19 14:29,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,jganet,噴定啦，你看樹哥發文就知道嚕。,07/19 14:30,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,belive5,建議明天可以開賭盤,07/19 14:44,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,u770114,bc惹,07/19 14:44,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,u770114,會怕的就sc91,07/19 14:45,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,GoOdGaMe,小辣椒 紅色 漲定了,07/19 14:51,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,jones2011,基本上大選前的局面也就這樣了...山姆大叔已介入,07/19 14:52,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,f204137,這麼會看  戶頭怎麼賠了30%   q.q,07/19 15:03,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,if2,下一步是朱被踢下黨主席嗎,07/19 15:03,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,goodkilua,沒有賠30% 是賠40%,07/19 15:13,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,kl015013,怎麼可能 朱朱是唯一有機會的咖耶 踢黨主席 XD,07/19 15:15,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,kl015013,朱一定不希望洪贏的阿 馬大概希望 中央放利多可期,07/19 15:16,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,furnaceh,那馬會希望洪贏嗎？,07/19 15:18,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,jones2011,馬不扯後腿就算釋放善意了=_=,07/19 15:26,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,u770114,洪不就是馬派出來扯隊友後腿的嗎,07/19 15:28,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,furnaceh,"所以洪出來政府會撐指數, 因為資源還在馬手中",07/19 15:35,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,furnaceh,撐到明年選輸為止,07/19 15:37,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,furnaceh,"有高點要快出了,明年K黨應該慘的跟縣市長選舉一樣",07/19 15:39,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,twisters121,大家元大EASYWIN能登入嗎,07/19 15:41,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,u770114,還不一定，目前台股至少先跟上通膨的數值，大波段,07/19 15:47,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,u770114,要等七月結束才能推論,07/19 15:48,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,furnaceh,朱現在應該在作他四年後的總統大夢了,07/19 15:55,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,mitim,的確。馬總統冀望洪當選，若此方能安全下樁。,07/19 16:09,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,mitim,一如朱不願洪當選，柯亦不喜蔡當選，否則渠等須再,07/19 16:11,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,mitim,等9年了，此人性也。,07/19 16:11,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,iyusungu0829,台股崩定了！,07/19 16:22,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,cockpupu,星期一開盤....民進黨重回執政....先跑再看看!!!,07/19 16:23,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,inuyasha1212,了,07/19 16:28,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,qscxz,2.............................................6,07/19 16:35,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,iuakob,咪婷的柯是誰？,07/19 16:40,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,mitim,是 iuakob 哦. @o@,07/19 16:54,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
噓,f204137,https://youtu.be/xNmq9Kugf8c  國民黨 準備好了,07/19 16:56,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,jganet,"""柱馬誅王＂成功。",07/19 16:58,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,iuakob,@o@,07/19 17:06,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,RonaldFisher,柯震東吧,07/19 17:12,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,iuakob,柯柯,07/19 17:13,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,mitim,柯南,07/19 17:18,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,iiscon,選舉行情要發動了!,07/19 17:27,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
噓,f204137,應該沒有選舉行情惹,07/19 17:35,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,goodkilua,還是有行情阿，看向上或向下而已,07/19 17:36,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,speady,又要像連D花大錢買廣告媒體騙自己人有可能勝選了,07/19 17:39,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,std410301,週一噴噴樂,07/19 17:47,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,littlefalcon,我後來想想還有機會ㄟ@@可是應該不會這麼快,07/19 17:51,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,littlefalcon,老k立委還有機會拼，各自動員也很難說，但是週一還,07/19 17:52,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,littlefalcon,是覺得會繼續死魚＠＠,07/19 17:52,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,std410301,說真的立委拼多一點咖實在,07/19 17:54,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,furnaceh,"國際盤都很穩, GG adr上星期五也OK",07/19 17:59,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
噓,f204137,http://i.imgur.com/WRji6e2.jpg     能量圖,07/19 17:59,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,furnaceh,真的要開殺的機會不多啊,07/19 18:00,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,inuyasha1212,要噴惹 空軍最後梯次報名開始,07/19 18:03,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,NowQmmmmmmmm,歷史的選舉行情都是往下噴的 往上噴的很少,07/19 18:34,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,std410301,去年年底那次也是一堆這樣說,07/19 18:36,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,gg889g8,柱柱姐 XDDD,07/19 18:36,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,iuakob,謝謝f大媽能量圖~,07/19 18:41,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,goodkilua,「勇敢翻轉」曝光。  要V轉了嗎 ?!,07/19 18:49,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,cpy5740,這次小蔡會拿下千萬票嗎？,07/19 18:55,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
噓,coolmancf,這次小央央會吃空心菜嗎？,07/19 19:03,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,serra28,18%蔡..加油..終結18%.靠妳了,07/19 19:03,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,coolmancf,小央央會把18%捐出來嗎？,07/19 19:07,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,serra28,肥肉要吐早吐了.但碰到選前可能做做樣子,07/19 19:12,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,RonaldFisher,18%是啥 可以說明ㄧ下否？,07/19 19:13,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,serra28,捐幾個月出來.打些軍公教.爽吸勞工票,07/19 19:13,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,serra28,菜菜有416萬存款.可領18%利息,07/19 19:14,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,RonaldFisher,416存款每年18%嗎？ 所以是？,07/19 19:15,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,RonaldFisher,每年多領74.88萬？ 416有上限嗎？大家都可以存416？,07/19 19:16,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,serra28,你去google一下就有,07/19 19:18,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,RonaldFisher,Google不到 簡單說明一下或網址吧 3Q,07/19 19:19,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,ARKUE,感謝pu大 收益良多,07/19 19:25,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,kimigogo,再來一個邪惡波吧,07/19 19:43,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,kl015013,18啪 對總統來說很重要嗎  當總統有在看這點屑喔?,07/19 19:43,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,green26,18趴要改阿 我阿公什麼事也沒做 年收入都破百,07/19 19:44,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,markvend,mitim       : 的確。馬,07/19 19:49,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
噓,kukukunew,有上限,07/19 19:49,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,mitim,@o@,07/19 19:50,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,markvend,嚼 菜根,07/19 20:08,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,jganet,譚,07/19 20:15,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,MoneyDay5566,要崩了,07/19 20:15,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,protoss,朱怎麼會希望洪不要當選...洪當選就掌握資源...等下,07/19 20:16,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,protoss,屆再利用黨內規則讓自己出線...黨的資源還是掌握在,07/19 20:17,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,protoss,朱手上...所以這次不管洪是不是朱馬派的...當選還是,07/19 20:18,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,protoss,對他最好的結果...,07/19 20:18,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,jganet,洪凍蒜的話就是當然黨主席，2.0希望她上？,07/19 20:20,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,kl015013,你看過作一任換人選的總統喔?,07/19 20:20,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,std410301,明天一個都別想逃,07/19 20:20,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,protoss,還在蔡的18%...也拜託去看看她捐那些基金會好不好..,07/19 20:21,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,jganet,條仔姐一上，2.0就挫烈等。,07/19 20:22,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,protoss,.改18%她自己也是會影響到...連這都想不通領50萬也,07/19 20:22,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,protoss,剛好而已...雖說我覺得tech_job板上一堆公司的工程,07/19 20:23,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,protoss,師素質...根本領22K剛好而已...但人嘛...,07/19 20:23,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,jganet,KMT就表面皇城和氣，底下誰拿權才是最重要的。,07/19 20:23,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,littlefalcon,KMT就等立法院過半阿，讓dpp擔屎2020回來當救世主,07/19 20:25,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,littlefalcon,兩邊都清楚立法院才是這次的主戰場,07/19 20:25,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,protoss,2016誰接都是個屎缺吧...只是現在看來鐵定是蔡英文,07/19 20:26,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,kl015013,朱連經費都不會出多少的~ 抬轎幹嘛 王還有可能幫,07/19 20:26,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,littlefalcon,不過去年烙賽成那樣這算盤難打了,07/19 20:26,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,protoss,接...因為馬正腐已經在最後一年將舉債撐到快炸了...,07/19 20:26,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,protoss,擺明讓下任沒辦法做事...真的蠻垃圾的...,07/19 20:27,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,littlefalcon,老王不會幫啦，幫這場要耗掉他多少人脈阿，那些都是,07/19 20:27,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,littlefalcon,以後台面下繼續生存的老本勒@@,07/19 20:28,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,protoss,我覺得朱王想四年後根本不重要吧...有拿到政權比沒,07/19 20:28,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,protoss,拿到政權被邊緣化更慘...先撐過下個四年才是首要...,07/19 20:28,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,jganet,王平幫了，輸了還能推他中南部輔選不力，你看多精阿,07/19 20:28,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,kl015013,我是要說王出來選  朱還有可能幫 沒打清楚,07/19 20:28,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,littlefalcon,"要真的繼續舉債到時就跟現在苗栗一樣了>""<",07/19 20:29,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,protoss,朱一定會幫也不得不幫...因為他是黨主席而他也根本,07/19 20:29,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,protoss,不想拚2016這一場...但老王一定不幫...看他這幾個禮,07/19 20:29,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,protoss,拜吃味成這樣...大概以為洪原本出來炒一炒...他可以,07/19 20:30,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,littlefalcon,朱朱想幫也有心無力啦，黨產大多不在他手上，都還被,07/19 20:30,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,protoss,藉此出線再把人氣民調ㄍㄧㄥ上去...結果沒想到...,07/19 20:31,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,littlefalcon,原本鬥下來的包括連家抓著，這黨主席也夠窩囊了@@,07/19 20:31,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,protoss,不重要阿...他還是得做啊...不然傳出去實在是...而,07/19 20:31,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,protoss,且如果洪真是馬的人...馬還是有點實力幫啦...但這場,07/19 20:32,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,littlefalcon,他想做也會做但能力有限阿，這主席還不知道能幹多久,07/19 20:32,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,protoss,起碼讓人覺得KMT是團結的...不然真的選輸到時整個崩,07/19 20:32,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,protoss,掉...我看他比較怕KMT散掉吧...到時2020連想都不用,07/19 20:33,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,protoss,不過這種家務事看再多也是霧裡看花...對咱們的將來,07/19 20:34,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,protoss,沒幫助...如果最後一年還把舉債衝上去...立院萬一,07/19 20:34,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,protoss,讓KMT又過半...我看蔡英文比陳阿扁還慘...就準備被,07/19 20:35,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,protoss,鬥臭啥事都沒做...等到幾年後又莫名其妙被平反...,07/19 20:36,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,littlefalcon,所以真正主戰場是立委阿，kmt輸掉立委會大崩的,07/19 20:37,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
噓,qscxz,................................................,07/19 20:38,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,littlefalcon,DPP這次絕對用盡全力清算黨產的，黨產一失.....,07/19 20:38,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,protoss,立委就算綠的贏...整個國家還有多少實力去建設轉型.,07/19 20:38,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,u770114,黨產朱應該也很想清算,07/19 20:41,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,speady,謝pu哥,07/19 20:44,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,mitim,馬克請出張爸了。好屌,07/19 20:50,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,MPSSC,所以沒看宋蠢蠢欲動嗎???宋現在就打算當裂解KMT的關,07/19 20:59,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,MPSSC,鍵力量;只是宋應該在盤算是選總統還是不分區才能將,07/19 20:59,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,MPSSC,淺藍票搶到最多;搶到淺藍票後基本上KMT就新黨化了,07/19 21:00,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,kimigogo,被開除黨籍的背後或許是殺雞儆猴老，想靠宋的嘿嘿,07/19 21:03,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,MPSSC,"而且還有一點,淺藍其實並沒有那麼排斥和DPP國會合作",07/19 21:05,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,ericcyc0194,如果現在呆股開始崩，是不是到年底開始漲回來，爽,07/19 21:22,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,ericcyc0194,到在野黨，政府有這麼白吃嗎？,07/19 21:22,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,ericcyc0194,即然已經沒有勝選的希望，為什麼還要像以往壓盤到年,07/19 21:25,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,ericcyc0194,底再拉一波，就讓它利空出盡吧,07/19 21:25,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,Taose,這盤終究還是會上，是直接上 還是先蹲後跳而已。,07/19 21:26,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,u770114,崩崩會留到十月以後再慢慢演啦 現在只是走四步退五,07/19 21:26,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,Taose,等待黃金右腳的出現吧 畢竟這樣比較夠力啊~o~,07/19 21:27,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,std410301,乎多乎空 口袋空空,07/19 21:30,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,ericcyc0194,可以去查歷年kmt穩勝選戰，選後几乎都是先蹲後跳，,07/19 21:37,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,ericcyc0194,可今年沒選舉行情啊,07/19 21:38,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,crazybrian,這種氣氛 在幾年前 似曾相識...,07/19 21:43,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,NowQmmmmmmmm,國民黨怕敗選難脫手股票不會先賣黨營股票換現金？,07/19 21:43,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,markvend,神。機。,07/19 21:44,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,goodkilua,妙。算。,07/19 21:45,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,u770114,周。伯。通。,07/19 21:48,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,furnaceh,"洪跟蔡都是靠馬費才出來的, 都沒改革能力",07/19 21:51,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,ericcyc0194,在白吃的人要拉高出貨就是從現在開始，到年底就出,07/19 21:51,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
