push_tag,push_userid,push_content,push_time,URL
→,choger,工程進度 算一下,07/18 22:48,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,choger,十天工程八天做完老板會叫來上工??,07/18 22:48,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,choger,薪水是算天的,07/18 22:49,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,choger,控制工程進度 正常的話 幾乎不可能30天上工,07/18 22:51,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,crazysinger,看到上面的討論 差點以為進錯版 ==,07/18 23:02,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,qihau,所以可以打住了..我們還是關切星期一的行情吧^^,07/18 23:05,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,serra28,年收入該是多少都是注定的.同事國中畢業年收百萬,07/18 23:06,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,serra28,就像炒股也是注定的.買進後隔天噴出還是歸零..柱定,07/18 23:07,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,serra28,一樣的可成.100噴到250.還是250殺回130..註定的,07/18 23:09,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,poolt95,ch大 應該是說 30天都有工作 但是身體需要休息,07/18 23:09,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,poolt95,一次三個場 每天都有工作壓,07/18 23:10,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,serra28,一樣的牙科.2塊噴到60.還是60殺到20..註定的,07/18 23:10,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,choger,好啦打住 這是股板 大包商才有辦法一次接好幾場^^,07/18 23:11,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,choger,我,07/18 23:15,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,newZAU,七分靠打拼!!!,07/18 23:20,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,newZAU,沒勇氣打破注定 那就是那樣,07/18 23:21,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,serra28,加油.憑著勇氣打破註定.年收百萬加持股老是噴出,07/18 23:23,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,choger,我深信擁有投資股票期貨的勇氣能帶我打破注定,07/18 23:26,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,serra28,就像彩晶持有2個月.均價7元.出清後當天噴出.,07/18 23:28,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,serra28,接著星期一開盤.一路7元噴到15元..註定ㄉ,07/18 23:29,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,RonaldFisher,樓上 不是註定 是你忘了 焦失腐的股票別動,07/18 23:35,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,newZAU,出清可以再買回來...,07/18 23:39,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,newZAU,股市不像人生  可以訓練的,07/18 23:39,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,serra28,買過的華寶.大霸電..現在都消失了..註定ㄉ,07/18 23:43,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,newZAU,一值記得痛苦  代表你現在過得不太好唷,07/18 23:44,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,serra28,148進的信昌化.142出清..現在20吧..註定ㄉ,07/18 23:44,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,serra28,真的很不好.年收只有70萬..,07/18 23:45,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,newZAU,年收不會是重點e.e,07/18 23:46,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,serra28,咖啡杯柄.爆大量.營收成長.黃金交叉.好像沒10拿6穩,07/18 23:46,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,serra28,單季虧轉盈.轉機股.題材股.單日最先漲停.沒一個穩,07/18 23:48,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,serra28,那時彩晶沒賺到.有個鄉民都說要聽阿蘭的天堂吧,07/18 23:49,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,serra28,結果也好久沒看他上古板.可能賺飽移民去了,07/18 23:49,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,serra28,現在朝8晚4.領那龜速上升的70萬.上班沒事就炒股,07/18 23:51,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,serra28,下班沒事帶小孩種種花草.消夜2罐啤酒+威士忌..,07/18 23:52,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,serra28,想想年收多少真是註定的.上班也沒幹嘛.有70萬,07/18 23:53,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,serra28,一堆人累的要命.才有50萬..真的需要勇氣改變註定,07/18 23:54,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,babyzin,年收100根本不能幹嘛，尤其是在台北,07/19 00:05,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,JH7,自動去填海了 差100很遠,07/19 00:07,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,babyzin,年薪100跟60 80都一樣啦,07/19 00:08,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,serra28,100不能幹嘛.那沒50的要幹嘛.有那麼誇張嗎,07/19 00:11,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,babyzin,100真的不能幹嘛,07/19 00:11,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,babyzin,50只是稍差了一點，但跟100其實意義上差不多，一樣,07/19 00:12,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,babyzin,都不能幹麻,07/19 00:13,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,serra28,那你到底是想要幹嘛,07/19 00:14,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,babyzin,沒想幹麻，只是看到大家在討論薪水，發表一下小弟,07/19 00:15,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,babyzin,看法,07/19 00:15,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,littlefalcon,有房貸車貸這幾個都一樣，沒有的話爽度差很多,07/19 00:29,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,protoss,o.o,07/19 00:48,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,protoss,年薪50跟100意義上差不多一樣...是指根幸運的精蟲比,07/19 00:50,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,protoss,嗎?原來100也沒好用到哪去...,07/19 00:50,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,serra28,也許生幾個小孩.就知道能幹嘛了.因為根本沒時間發呆,07/19 00:56,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,uhawae,還    蠻       屌       的       屌        爆,07/19 00:58,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,protoss,喔...是說生幾個小孩年薪100喔...是真的不好用...不,07/19 00:58,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,protoss,過如果有像爸媽那輩覺悟一輩子的話...也還是不錯用.,07/19 00:59,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,protoss,..不過我是很難理解50跟100比叫稍差了點...但炒這有,07/19 01:00,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,protoss,用嗎?從小不就看清楚人生...不是每個人都能出社會就,07/19 01:00,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,protoss,領100...而通常愛吵薪水太少的也都是50這種不上不下,07/19 01:01,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,protoss,的...,07/19 01:01,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,babyzin,100跟50差不多的想法在於想要的東西都買不起，但除,07/19 01:03,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,babyzin,了買不起的東西以外，都一樣買的起,07/19 01:03,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,babyzin,不會只差哪50 100,07/19 01:04,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,mitim,了,07/19 01:04,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,serra28,想要的就是 快樂 兩個字...人生就是快樂兩個字,07/19 01:06,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,serra28,人生追求的 就是 快樂,07/19 01:06,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,babyzin,快樂還是要建立在某些前提上啦,07/19 01:07,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,babyzin,投資失利你會快樂?,07/19 01:07,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,babyzin,每個人都想贏，沒贏就不會快樂,07/19 01:08,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,serra28,我不快樂.因為找不到10拿6穩的投機方式,07/19 01:08,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,babyzin,哪要快樂真的太難了，照您的標準應該大部分的人都,07/19 01:09,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,babyzin,不快樂,07/19 01:09,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,babyzin,畢竟10賭9輸,07/19 01:09,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,serra28,要快樂.可能就是搞間公司.上市股票換鈔票才會快樂,07/19 01:10,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,babyzin,是呀，要賺錢才會快樂,07/19 01:10,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,serra28,營收不夠.弄間子公司.交叉交易.炒高營收放新聞出貨,07/19 01:11,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,babyzin,被抓就樂極生悲,07/19 01:12,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,serra28,要抓...跨丟鬼喔...抓得到嗎..早脫產了,07/19 01:13,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,babyzin,名譽受損,07/19 01:14,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,serra28,八仙的呂忠吉.18天才假扣押.都夠鄉民把錢藏在玉山了,07/19 01:14,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,babyzin,是啊，但成為公敵嗎,07/19 01:15,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,serra28,9%民調.名譽何損.月薪47萬存48萬.A飽最大,07/19 01:16,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,serra28,有錢還怕不能移民嗎...,07/19 01:17,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,babyzin,等到你真的這樣你不會開心的,07/19 01:17,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,babyzin,開了ptt就看到成天有人幹自己,07/19 01:18,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,serra28,神經..不要開就好..跑步還是喝10萬金王馬爹利阿,07/19 01:19,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,serra28,鄉民的快樂:在於上ptt可以哈拉幾句,07/19 01:21,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,serra28,IPO的快樂:印越多股票換更多的錢買超跑,07/19 01:21,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,serra28,政客的快樂:在於建設.建設.大建設.無止境建設,07/19 01:22,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,serra28,年收50w的快樂:撐過這個月.下個月薪水就進來了,07/19 01:24,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,babyzin,有錢後會想要地位，有了地位後會想要權利,07/19 01:27,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,protoss,所以你的重點是啥?該不會喝了酒吧...,07/19 01:56,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,serra28,哈..晚上不喝酒要幹嘛..拿書出來研究基本麵.籌碼麵,07/19 02:03,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,serra28,外加題材麵.市場麵..,07/19 02:04,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,protoss,不是說你啦...,07/19 02:13,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,serra28,靠腰..p大.你是不會加個什麼大的喔,07/19 02:19,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,protoss,好~ㄙ大...,07/19 03:09,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,protoss,這樣會不會被桶還是被告阿?,07/19 03:10,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,s080014,上面說工地上班x30天薪水，是不用休假哦？工地是不,07/19 08:25,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,s080014,算月薪的,07/19 08:25,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,f19870421,100跟50差不多，但叫我選我一定選100,07/19 08:40,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,Justisaac,100跟50如果獨自生活不買房車的話差非常多……,07/19 08:50,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,s080014,差不多的言語太好笑了...明明差很多,07/19 08:52,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
噓,qscxz,................................................,07/19 09:42,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,inuyasha1212,了,07/19 09:45,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,RonaldFisher,奇怪 50萬戰這麼多天 怎麼都沒人貼扣繳憑單,07/19 09:51,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,RonaldFisher,車板戰神A都要貼行照避免騎bws的上來鍵盤車手反串惹,07/19 09:53,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,goodkilua,50萬可以戰這麼久我也是醉了,07/19 09:56,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,RonaldFisher,車板戰神a 一個月賣4000台 股板戰50萬 禮拜一乖乖上,07/19 09:59,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,RonaldFisher,班,07/19 09:59,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,markvend,樓下張爸!,07/19 10:01,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,WBS0615,抱歉我不是,07/19 10:06,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,jganet,樓下夏侯霸。,07/19 10:15,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,jganet,一哥雞排D100牛排D91。一哥是你，雞排破百撒花嚕。,07/19 10:16,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,DEATHorz,JG大到統計到破百了!新里程 XD,07/19 10:29,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,littlefalcon,jg大超有毅力，不過我有點忘記原因了，可以開示嗎XD,07/19 10:42,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,shigeno24,講醉了是426喔，裝潮？扣憐,07/19 10:45,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,KY1998,http://i.imgur.com/Yligpgd.jpg,07/19 10:56,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,markvend,jganet      : 樓下夏侯霸。,07/19 10:56,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,KY1998,http://i.imgur.com/aocY4Wx.jpg,07/19 10:57,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,mitim,好屌,07/19 11:00,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,goodkilua,凱瑞一哥都食言所以最近體重直線上升，因此才要出去,07/19 11:13,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,goodkilua,運動,07/19 11:13,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,goodkilua,從他之前推文可得此證,07/19 11:14,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,mitim,哇。食言而肥 @o@,07/19 11:22,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,ray2501,^_^,07/19 11:37,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,littlefalcon,讚～,07/19 11:37,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,f204137,竟然出現我,07/19 11:41,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,markvend,哇。@o@,07/19 11:47,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,kimigogo,嘎嘎唱歌那麼難聽 下面還是一堆小鬼吶喊 我輸了,07/19 11:53,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,s080014,靠所以f姐真的是姐姐哦,07/19 11:55,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,wwf1310,f姐好正 >////<,07/19 12:03,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,f204137,f妹 f哥  f弟 也可以哦   就只是個ID…,07/19 12:04,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,protoss,"光看到""我的主場""就覺得這是啥洨slogan...",07/19 12:09,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,iuakob,F大媽~,07/19 12:16,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
噓,WuDunE,盜圖月巴它裝女末女末 口憐,07/19 12:24,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,wwf1310,別打破小弟弟的幻想好嗎....,07/19 12:27,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,shigeno24,可能還想過f姐OGC,07/19 12:31,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,kimigogo,有點噁,07/19 12:33,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,pucca068,我柱代表kmt參選啦,07/19 12:43,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,CHECC,我柱威武！,07/19 12:45,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,f204137,國民黨史上最弱砲灰  票數該不會輸給連爺爺八？！,07/19 12:46,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,protoss,搞不好是炮兵團廣告商...又不一定是月巴它...,07/19 12:47,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,protoss,騜:妳真厲害~我花八年辦不到的事..妳八個月就辦到了,07/19 12:52,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,protoss,洪:^_^,07/19 12:52,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,pucca068,看明天台股怎麼反應哈,07/19 12:53,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,MoneyDay5566,幹...  真的要崩盤了  完全不用護了............,07/19 13:00,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,happydog123,..........,07/19 13:04,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,bota,"柱柱姊會被提名, 有甚麼意外????",07/19 13:07,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,protoss,沒什麼意外...接下來考驗的是KMT不是DPP...應該說洪,07/19 13:08,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,protoss,一出現...接下來到明年選完一直都是KMT的舞台...,07/19 13:09,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,MoneyDay5566,看來真的一路崩到年底了,07/19 13:10,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,bota,不會啦阿...要繃也是站穩９３００，摸到９６００之,07/19 13:11,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,bota,後才會崩,07/19 13:11,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,bota,"這次反彈的滿足點, ９６００",07/19 13:11,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,bota,精確來講 95xx 滿足點,07/19 13:11,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,keysoon,提名柱姐沒意外了阿 算利空出盡嗎 = =,07/19 13:14,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,protoss,不...現在才是開始...,07/19 13:15,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,furnaceh,"國民黨的男人, 哈哈哈, 都是...",07/19 13:18,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,qihau,才一個提名人就會牽動股市方向？怎麼可能？,07/19 13:22,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,kimigogo,老宋要出馬了?,07/19 13:24,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,protoss,當然有可能...以前是最後一刻才知道選輸所以賣股...,07/19 13:25,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,protoss,現在可以直接先賣了...你說有沒有不同?,07/19 13:25,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,qihau,可以解釋下利害關係嗎？雖然我也壓空留倉，但想弄清,07/19 13:28,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,MoneyDay5566,LIVE: https://goo.gl/HIcjdk,07/19 13:34,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,qihau,難道台灣投資人是等著kmt陣前換將讓王上去嗎？,07/19 13:34,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,protoss,我那是開玩笑的...洪穩出線這種事我想應該很早就知,07/19 13:34,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,protoss,道了...,07/19 13:34,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
噓,f204137,http://tinyurl.com/njd8jvg 國民黨全代會現場直播~,07/19 13:38,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,kof70380,哈 明天精彩 見機行事,07/19 13:40,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,qihau,若真的大崩盤那柱柱姐的影響力就無遠拂界了,07/19 13:47,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,gracile,柱柱至少比其他「妖軌ㄍㄟㄙㄟ、哩」的人有尬嘶多了,07/19 13:48,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,qihau,我其實很欣賞她，敢講敢做...,07/19 13:50,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,protoss,有guts也沒用...看她談吐行徑...真要讓她決定國家機,07/19 13:51,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,kl015013,其他是覺得勝算不高所以不選吧~ 畢竟輸一次就......,07/19 13:52,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,protoss,器怎麼跑...我看比那些假小力的還慘...那些人頂多不,07/19 13:52,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,protoss,做不錯...洪基本上就是馬3.0...,07/19 13:53,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,bota,為甚麼連戰這麼大的一包?,07/19 13:54,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,protoss,就腦滿腸肥老了生理壓不住了...,07/19 13:55,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,qihau,但洪出線這場選戰除非有變數，否則勝負已定,07/19 13:56,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
噓,chen7800,有人懂順勢交易嗎,07/19 13:56,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,protoss,勝負早定了吧...從洪出來就一直是她的舞台...蔡已經,07/19 13:57,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,qihau,大家可以慢慢花時間看看菜菜子的政見了,07/19 13:57,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,edcwsxqaz,又在講排名....,07/19 13:58,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,protoss,被邊緣化作她的政策規劃...久久搏一次版面...然後明,07/19 13:58,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
噓,f204137,http://imgur.com/Q9mqXry.jpg   KMT全代會程序表~,07/19 13:59,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,edcwsxqaz,戰哥懷孕?,07/19 13:59,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,protoss,年搞不好就像賴清德連競選總部的工讀都請不太夠...,07/19 13:59,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,protoss,下午五點就關競選總部...隔天晚上開電視看結果...,07/19 13:59,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,qihau,就算ddp再執政我覺得也不一定直接崩盤,07/19 14:01,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,f204137,http://i.imgur.com/ZAxYdKZ.jpg   座位表   科科,07/19 14:01,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,protoss,我也這麼覺得...當年陳阿扁上台跟明年蔡上台是不一,07/19 14:02,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,protoss,樣的...當年還有個中國議題給你撐腰...現在多少人認,07/19 14:03,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,protoss,清現實根本沒那麼好...甚至有種優勢都被挖光的感覺.,07/19 14:03,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,protoss,..不過KMT相關外圍組織對股市影響力就不曉得了...,07/19 14:04,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,qihau,我始終認為會漲會跌，是因為它本該如此,07/19 14:05,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,MoneyDay5566,大戶一定跑,07/19 14:05,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,qihau,消息只是促成它發生的理由,07/19 14:05,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,rada118,那誰是扁2.0?,07/19 14:06,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,MoneyDay5566,拍手表決  笑了,07/19 14:07,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,u770114,估計企業主也懶得支持 但會繼續死魚～顆顆,07/19 14:07,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,pol127365,年底要談回歸嗎,07/19 14:07,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,MoneyDay5566,通過了  洪秀柱!!!!!!!!!!!!  14:07 正式通過,07/19 14:07,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
推,inuyasha1212,看來來不及空了 那只好抄底,07/19 14:08,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
→,inuyasha1212,77xx 多單+1,07/19 14:08,https://www.ptt.cc/bbs/Stock/M.1437112905.A.0FB.html
